fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,density,pH,sulphates,alcohol,Body_tmp,Vibrancy_tmp,Sweetness,Nuance,Tannicity,Body,Vibrancy
7.8,0.34,0.37,2.0,0.082,0.9964,3.34,0.59,9.4,5.1982,2.9625,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.4,0.53,0.26,2.0,0.101,0.9957,3.15,0.57,9.4,5.19785,2.8350000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.8,0.61,0.04,1.5,0.057,0.99525,3.42,0.6,9.5,5.247625,2.7175000000000002,Dry,Simple,"Balanced,Structured",Medium,Live
8.6,0.645,0.25,2.0,0.083,0.99815,3.28,0.6,10.0,5.499075,3.1937499999999996,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.4,0.635,0.36,2.0,0.089,0.99745,3.31,0.57,10.4,5.6987250000000005,3.17625,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.9,0.59,0.5,2.0,0.337,0.9964,3.04,1.61,9.5,5.2482,3.2575000000000003,Semi-Dry,Intense,Robust,Medium,Live
9.0,0.82,0.14,2.6,0.089,0.9984,3.39,0.63,9.8,5.3992,3.3375000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
5.2,0.48,0.04,1.6,0.054,0.9927,3.54,0.62,12.2,6.596349999999999,2.315,Dry,Simple,"Balanced,Structured",Full-Bodied,Liveliness
8.0,0.38,0.06,1.8,0.078,0.99625,3.37,0.52,9.9,5.448125,2.9525000000000006,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.5,0.37,0.2,2.8,0.09,0.998,3.34,0.7,9.6,5.2989999999999995,3.1024999999999996,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.2,0.645,0.0,1.9,0.097,0.99675,3.37,0.58,9.2,5.098375,2.80375,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
8.9,0.635,0.37,1.7,0.263,0.9971,3.0,1.09,9.3,5.14855,3.22625,Dry,Intense,Robust,Medium,Live
12.0,0.38,0.56,2.1,0.093,0.99925,3.14,0.71,10.9,5.949625,4.0200000000000005,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
7.7,0.58,0.1,1.8,0.102,0.99565,3.08,0.49,9.8,5.397825,2.8649999999999998,Semi-Dry,"Complex,Spicy",Soft,Medium,Live
7.1,0.68,0.07,1.9,0.075,0.99685,3.38,0.52,9.5,5.248425,2.8075,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.2,0.6,0.17,2.3,0.072,0.9963,3.2,0.45,9.3,5.14815,3.0424999999999995,Semi-Dry,"Complex,Spicy",Soft,Light,Live
7.7,0.53,0.06,1.7,0.074,0.99615,3.35,0.48,9.8,5.398075,2.91,Dry,"Complex,Spicy",Soft,Medium,Live
10.8,0.32,0.44,1.6,0.063,0.9985,3.22,0.78,10.0,5.49925,3.6950000000000003,Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
11.1,0.35,0.48,3.1,0.09,0.9986,3.17,0.53,10.5,5.7493,3.775,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
7.7,0.775,0.42,1.9,0.092,0.9959,3.23,0.59,9.5,5.24795,3.03125,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.0,0.57,0.23,3.2,0.073,0.99675,3.26,0.57,9.3,5.148375000000001,3.015,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.4,0.34,0.37,2.2,0.075,0.998,3.22,0.62,9.2,5.098999999999999,3.3325,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
6.6,0.695,0.0,2.1,0.075,0.9968,3.49,0.67,9.2,5.0984,2.69625,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
7.7,0.41,0.76,1.8,0.611,0.9968,3.06,1.26,9.4,5.1984,2.9825,Semi-Dry,Intense,Robust,Medium,Live
10.0,0.31,0.47,2.6,0.085,0.99965,3.36,0.8,10.5,5.749825,3.535,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.9,0.33,0.23,1.7,0.077,0.99625,3.29,0.65,9.3,5.148125,2.9375,Dry,"Complex,Spicy","Balanced,Structured",Light,Live
7.0,0.975,0.04,2.0,0.087,0.99565,3.35,0.6,9.4,5.197825,2.8412499999999996,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.0,0.52,0.03,1.7,0.07,0.99575,3.34,0.57,10.0,5.497875,2.9724999999999997,Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.9,0.37,0.23,1.8,0.077,0.9963,3.28,0.67,9.3,5.14815,2.945,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
12.5,0.56,0.49,2.4,0.064,0.9999,3.08,0.87,10.9,5.94995,4.157500000000001,Semi-Dry,"Complex,Spicy",Robust,Medium,Brilliant
11.8,0.26,0.52,1.8,0.071,0.9968,3.2,0.72,10.2,5.5984,3.9450000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
8.1,0.87,0.0,3.3,0.096,1.00025,3.6,0.72,9.8,5.400125,3.1424999999999996,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.9,0.35,0.46,3.6,0.078,0.9973,3.35,0.86,12.8,6.89865,3.015,Sweet,"Complex,Spicy",Robust,Full-Bodied,Live
10.9,0.37,0.58,4.0,0.071,0.99935,3.22,0.78,10.1,5.549675,3.7675,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
8.4,0.715,0.2,2.4,0.076,0.99735,3.31,0.64,9.4,5.198675,3.15625,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.5,0.65,0.18,7.0,0.088,0.99915,3.38,0.77,9.4,5.199575,2.9275,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
10.3,0.32,0.45,6.4,0.073,0.9976,3.23,0.82,12.6,6.7988,3.575,Sweet,"Complex,Spicy","Balanced,Structured",Full-Bodied,Live
11.4,0.26,0.44,3.6,0.071,0.9986,3.12,0.82,9.3,5.1493,3.8049999999999997,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
7.7,0.27,0.68,3.5,0.358,0.9972,3.25,1.08,9.9,5.4486,2.975,Sweet,Intense,Robust,Medium,Live
7.6,0.52,0.12,3.0,0.067,0.9971,3.36,0.57,9.1,5.04855,2.8999999999999995,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
12.0,0.45,0.55,2.0,0.073,0.9997,3.1,0.76,10.3,5.649850000000001,4.025,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
7.5,0.4,0.12,3.0,0.092,0.9967,3.37,0.7,10.3,5.648350000000001,2.8475,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
11.6,0.42,0.53,3.3,0.105,1.001,3.2,0.95,9.2,5.100499999999999,3.9375,Semi-Dry,"Complex,Spicy",Robust,Light,Brilliant
11.0,0.2,0.48,2.0,0.343,0.9979,3.3,0.71,10.5,5.74895,3.745,Semi-Dry,Intense,"Balanced,Structured",Medium,Brilliant
10.4,0.55,0.23,2.7,0.091,0.9994,3.22,0.64,10.3,5.6497,3.6000000000000005,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.9,0.36,0.25,2.4,0.098,0.9964,3.41,0.6,10.1,5.5482,2.7300000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
13.3,0.34,0.52,3.2,0.094,1.0014,3.05,0.81,9.5,5.2507,4.3025,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
10.8,0.5,0.46,2.5,0.073,1.0001,3.05,0.64,9.5,5.25005,3.7025000000000006,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
10.6,0.83,0.37,2.6,0.086,0.9981,3.16,0.52,9.9,5.44905,3.7399999999999998,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
7.1,0.63,0.06,2.0,0.083,0.99855,3.67,0.73,9.6,5.299275,2.8649999999999998,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.2,0.65,0.02,2.3,0.094,0.9993,3.67,0.8,9.7,5.34965,2.885,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.9,0.67,0.06,2.1,0.08,0.99845,3.68,0.71,9.6,5.299225,2.8275,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.5,0.53,0.06,2.6,0.086,0.9965,3.38,0.59,10.7,5.848249999999999,2.8674999999999997,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
11.1,0.18,0.48,1.5,0.068,0.9973,3.22,0.64,10.1,5.548649999999999,3.745,Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
8.3,0.705,0.12,2.6,0.092,0.9994,3.51,0.72,10.0,5.4997,3.15875,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.4,0.67,0.12,1.6,0.186,0.996,3.39,0.54,9.5,5.248,2.895,Dry,Intense,"Balanced,Structured",Medium,Live
8.4,0.65,0.6,2.1,0.112,0.9973,3.2,0.52,9.2,5.098649999999999,3.2125000000000004,Semi-Dry,Intense,"Balanced,Structured",Light,Live
7.6,0.62,0.32,2.2,0.082,0.9966,3.36,0.52,9.4,5.198300000000001,2.9749999999999996,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
10.3,0.41,0.42,2.4,0.213,0.9994,3.19,0.62,9.5,5.2497,3.58,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
10.3,0.43,0.44,2.4,0.214,0.9994,3.19,0.63,9.5,5.2497,3.59,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
7.4,0.29,0.38,1.7,0.062,0.9968,3.41,0.53,9.5,5.2484,2.87,Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.9,0.53,0.24,2.0,0.072,0.996,3.27,0.54,9.4,5.198,2.985,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.0,0.46,0.31,2.8,0.093,0.99815,3.32,0.63,9.5,5.249075,3.2725000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.6,0.47,0.3,3.0,0.076,0.9976,3.3,0.53,9.4,5.1988,3.1675000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.4,0.36,0.29,2.6,0.087,0.99645,3.39,0.68,11.0,5.998225,2.8600000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.1,0.35,0.29,2.5,0.096,0.9962,3.42,0.65,11.0,5.9981,2.79,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.6,0.56,0.23,3.4,0.102,0.9996,3.3,0.65,10.1,5.549799999999999,3.4225000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.3,0.61,0.26,3.4,0.09,0.99975,3.24,0.62,9.7,5.349875,3.3525,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.8,0.62,0.05,2.3,0.079,0.99735,3.29,0.63,9.3,5.148675000000001,2.9400000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
10.3,0.59,0.42,2.8,0.09,0.999,3.28,0.7,9.5,5.2495,3.6475,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
11.6,0.53,0.66,3.65,0.121,0.9978,3.05,0.74,11.5,6.2489,3.96,Sweet,Intense,"Balanced,Structured",Medium,Brilliant
10.3,0.44,0.5,4.5,0.107,0.998,3.28,0.83,11.5,6.249,3.63,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
13.4,0.27,0.62,2.6,0.082,1.0002,3.16,0.67,9.7,5.350099999999999,4.3625,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
10.7,0.46,0.39,2.0,0.061,0.9981,3.18,0.62,9.5,5.24905,3.6825,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.0,0.58,0.28,3.2,0.066,0.9973,3.22,0.54,9.4,5.19865,3.02,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.4,0.56,0.08,2.1,0.105,0.9958,3.13,0.52,11.0,5.9979,3.0425000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.9,0.65,0.01,2.5,0.078,0.9963,3.34,0.74,11.7,6.3481499999999995,2.975,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
11.9,0.695,0.53,3.4,0.128,0.9992,3.17,0.84,12.2,6.5996,4.07375,Semi-Dry,Intense,"Balanced,Structured",Full-Bodied,Brilliant
8.9,0.43,0.45,1.9,0.052,0.9948,3.35,0.7,12.5,6.7474,3.2824999999999998,Semi-Dry,Simple,"Balanced,Structured",Full-Bodied,Live
7.8,0.43,0.32,2.8,0.08,0.9974,3.31,0.64,10.3,5.648700000000001,2.9650000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
12.4,0.49,0.58,3.0,0.103,1.0008,3.16,1.0,11.5,6.2504,4.157500000000001,Semi-Dry,"Complex,Spicy",Robust,Medium,Brilliant
12.5,0.28,0.54,2.3,0.082,0.9997,3.11,1.36,9.8,5.399850000000001,4.1075,Semi-Dry,"Complex,Spicy",Robust,Medium,Brilliant
12.2,0.34,0.5,2.4,0.066,1.0,3.12,1.18,9.2,5.1,4.04,Semi-Dry,"Complex,Spicy",Robust,Light,Brilliant
10.6,0.42,0.48,2.7,0.065,0.9972,3.21,0.87,11.3,6.1486,3.6775,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
11.9,0.57,0.5,2.6,0.082,1.0006,3.12,0.78,10.7,5.8503,4.0225,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
7.0,0.685,0.0,1.9,0.067,0.9979,3.6,0.81,9.9,5.44895,2.82125,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.6,0.815,0.02,2.7,0.072,0.9955,3.58,0.89,12.3,6.64775,2.7537499999999997,Semi-Dry,"Complex,Spicy",Robust,Full-Bodied,Live
13.8,0.49,0.67,3.0,0.093,0.9986,3.02,0.93,12.0,6.4993,4.495,Semi-Dry,"Complex,Spicy",Robust,Medium,Brilliant
9.6,0.56,0.31,2.8,0.089,0.9979,3.11,0.92,10.0,5.49895,3.395,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
9.1,0.785,0.0,2.6,0.093,0.9994,3.36,0.86,9.4,5.1997,3.31125,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
10.7,0.67,0.22,2.7,0.107,1.0004,3.28,0.98,9.9,5.450200000000001,3.7175,Semi-Dry,"Complex,Spicy",Robust,Medium,Brilliant
9.1,0.795,0.0,2.6,0.096,0.9994,3.35,0.83,9.4,5.1997,3.31125,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.7,0.665,0.0,2.4,0.09,0.9974,3.27,0.73,9.3,5.148700000000001,2.90875,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
13.5,0.53,0.79,4.8,0.12,1.0018,3.18,0.77,13.0,7.0009,4.5,Sweet,Intense,"Balanced,Structured",Full-Bodied,Brilliant
6.1,0.21,0.4,1.4,0.066,0.9912,3.25,0.59,11.9,6.4456,2.49,Dry,"Complex,Spicy","Balanced,Structured",Medium,Liveliness
6.7,0.75,0.01,2.4,0.078,0.9955,3.55,0.61,12.8,6.89775,2.7525,Semi-Dry,"Complex,Spicy","Balanced,Structured",Full-Bodied,Live
11.5,0.41,0.52,3.0,0.08,1.0001,3.26,0.88,11.0,6.00005,3.9225,Semi-Dry,"Complex,Spicy",Robust,Medium,Brilliant
10.5,0.42,0.66,2.95,0.116,0.997,3.24,0.75,11.7,6.3485,3.705,Semi-Dry,Intense,"Balanced,Structured",Medium,Brilliant
11.9,0.43,0.66,3.1,0.109,1.0,3.15,0.85,10.4,5.7,4.035,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
12.6,0.38,0.66,2.6,0.088,1.001,3.17,0.68,9.8,5.4005,4.202500000000001,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
8.2,0.7,0.23,2.0,0.099,0.9973,3.19,0.7,9.4,5.19865,3.0799999999999996,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.6,0.45,0.31,2.6,0.086,0.9982,3.37,0.91,9.9,5.4491000000000005,3.1825,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
11.9,0.58,0.66,2.5,0.072,0.9992,3.05,0.56,10.0,5.4996,4.0475,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
12.5,0.46,0.63,2.0,0.071,0.9988,2.99,0.87,10.2,5.599399999999999,4.1450000000000005,Semi-Dry,"Complex,Spicy",Robust,Medium,Brilliant
10.0,0.42,0.5,3.4,0.107,0.9979,3.26,0.93,11.8,6.39895,3.545,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
10.4,0.575,0.61,2.6,0.076,1.0,3.16,0.69,9.0,5.0,3.68625,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
10.3,0.34,0.52,2.8,0.159,0.9998,3.18,0.64,9.4,5.1999,3.585,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
6.9,0.765,0.02,2.3,0.063,0.9975,3.57,0.78,9.9,5.44875,2.8137499999999998,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.9,0.24,0.4,1.6,0.056,0.9967,3.32,0.87,8.7,4.84835,2.9650000000000003,Dry,Simple,Robust,Light,Live
9.1,0.28,0.48,1.8,0.067,0.9967,3.32,1.04,10.6,5.79835,3.295,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
7.4,0.55,0.22,2.2,0.106,0.9959,3.05,0.63,9.2,5.09795,2.8049999999999997,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
14.0,0.41,0.63,3.8,0.089,1.0014,3.01,0.81,10.8,5.9007000000000005,4.5125,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
11.5,0.54,0.71,4.4,0.124,0.9984,3.01,0.83,11.8,6.3992,3.94,Sweet,Intense,"Balanced,Structured",Medium,Brilliant
11.5,0.45,0.5,3.0,0.078,1.0003,3.26,1.11,11.0,6.00015,3.9274999999999998,Semi-Dry,"Complex,Spicy",Robust,Medium,Brilliant
11.4,0.625,0.66,6.2,0.088,0.9988,3.11,0.99,13.3,7.1494,3.94875,Sweet,"Complex,Spicy",Robust,Full-Bodied,Brilliant
8.3,0.42,0.38,2.5,0.094,0.9979,3.31,0.7,10.8,5.89895,3.1025000000000005,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.7,0.51,0.28,2.1,0.087,0.998,3.42,0.74,9.2,5.098999999999999,2.9775,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
7.4,0.63,0.07,2.4,0.09,0.9979,3.43,0.76,9.7,5.348949999999999,2.8825000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.8,0.54,0.26,2.0,0.088,0.9981,3.41,0.74,9.2,5.09905,3.0025,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
8.3,0.66,0.15,1.9,0.079,0.9972,3.31,0.54,9.6,5.2985999999999995,3.1050000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.8,0.46,0.26,1.9,0.088,0.9981,3.43,0.74,9.2,5.09905,2.9875,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
9.6,0.38,0.31,2.5,0.096,0.9982,3.19,0.7,10.0,5.4991,3.37,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
5.6,0.85,0.05,1.4,0.045,0.9924,3.56,0.82,12.9,6.9462,2.5149999999999997,Dry,Simple,"Balanced,Structured",Full-Bodied,Liveliness
9.5,0.37,0.52,2.0,0.082,0.998,3.18,0.51,9.5,5.249,3.3924999999999996,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.4,0.665,0.61,2.0,0.112,0.997,3.16,0.54,9.1,5.0485,3.20875,Semi-Dry,Intense,"Balanced,Structured",Light,Live
12.7,0.6,0.65,2.3,0.063,0.9997,3.03,0.57,9.9,5.4498500000000005,4.245,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
12.0,0.37,0.76,4.2,0.066,1.0004,3.22,0.6,13.0,7.0001999999999995,4.0874999999999995,Sweet,"Complex,Spicy","Balanced,Structured",Full-Bodied,Brilliant
8.7,0.765,0.22,2.3,0.064,0.9963,3.1,0.55,9.4,5.19815,3.19625,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.7,0.26,0.3,1.7,0.059,0.9949,3.29,0.47,10.8,5.89745,2.8875,Dry,Simple,Soft,Medium,Live
12.2,0.48,0.54,2.6,0.085,1.0,3.1,0.61,10.5,5.75,4.08,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
11.4,0.6,0.49,2.7,0.085,0.9994,3.15,0.63,10.5,5.7497,3.91,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
7.7,0.69,0.05,2.7,0.075,0.9974,3.26,0.61,9.1,5.0487,2.9250000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
8.7,0.31,0.46,1.4,0.059,0.9966,3.36,0.76,10.1,5.5483,3.2075,Dry,Simple,"Balanced,Structured",Medium,Live
9.8,0.44,0.47,2.5,0.063,0.9981,3.24,0.65,10.8,5.899050000000001,3.4875000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
12.0,0.39,0.66,3.0,0.093,0.9996,3.18,0.63,10.8,5.899800000000001,4.0575,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
10.4,0.34,0.58,3.7,0.174,0.997,3.19,0.7,11.3,6.1485,3.6275,Sweet,Intense,"Balanced,Structured",Medium,Live
12.5,0.46,0.49,4.5,0.07,0.9981,3.05,0.57,9.6,5.299049999999999,4.125,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
9.0,0.43,0.34,2.5,0.08,0.9987,3.38,0.62,9.5,5.24935,3.2874999999999996,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.1,0.45,0.35,2.4,0.08,0.9987,3.38,0.62,9.5,5.24935,3.3199999999999994,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.1,0.735,0.16,1.9,0.1,0.9966,3.27,0.64,9.3,5.148300000000001,2.81625,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.9,0.4,0.53,6.7,0.097,0.9986,3.27,0.82,11.7,6.3492999999999995,3.525,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
8.8,0.52,0.34,2.7,0.087,0.9982,3.26,0.61,9.5,5.2491,3.23,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.6,0.725,0.24,6.6,0.117,1.0014,3.32,1.07,9.3,5.1507000000000005,3.22125,Sweet,Intense,Robust,Medium,Live
10.6,0.48,0.64,2.2,0.111,0.997,3.26,0.66,11.7,6.3485,3.745,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
7.0,0.58,0.12,1.9,0.091,0.9956,3.44,0.48,10.5,5.7478,2.785,Semi-Dry,"Complex,Spicy",Soft,Medium,Live
11.9,0.38,0.51,2.0,0.121,0.9996,3.24,0.76,10.4,5.6998,4.0075,Semi-Dry,Intense,"Balanced,Structured",Medium,Brilliant
6.8,0.77,0.0,1.8,0.066,0.9976,3.62,0.68,9.9,5.4488,2.7975000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.5,0.56,0.33,2.4,0.089,0.9972,3.28,0.73,11.8,6.3986,3.4175,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.4,0.67,0.08,2.1,0.045,0.9949,3.49,0.49,11.4,6.19745,2.66,Semi-Dry,Simple,Soft,Medium,Live
9.5,0.78,0.22,1.9,0.077,0.9988,3.26,0.56,10.6,5.7993999999999994,3.44,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.1,0.52,0.33,1.3,0.07,0.9978,3.24,0.6,9.3,5.1489,3.2975,Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
12.8,0.84,0.63,2.4,0.088,0.9997,3.1,0.6,10.4,5.6998500000000005,4.3425,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
7.8,0.55,0.35,2.2,0.074,0.9974,3.25,0.56,9.2,5.0987,2.9875,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
11.9,0.37,0.69,2.3,0.078,0.9958,3.0,0.65,12.8,6.8979,3.9899999999999998,Semi-Dry,"Complex,Spicy","Balanced,Structured",Full-Bodied,Brilliant
8.0,0.67,0.3,2.0,0.06,0.9958,3.26,0.56,10.2,5.597899999999999,3.0575,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
11.1,0.45,0.73,3.2,0.066,0.9986,3.17,0.66,11.2,6.0992999999999995,3.8625,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
7.0,0.62,0.18,1.5,0.062,0.9951,3.08,0.6,9.3,5.147550000000001,2.7199999999999998,Dry,"Complex,Spicy","Balanced,Structured",Light,Live
12.6,0.31,0.72,2.2,0.072,0.9987,2.88,0.82,9.8,5.39935,4.1275,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
11.9,0.4,0.65,2.15,0.068,0.9988,3.06,0.68,11.3,6.1494,4.0025,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
15.6,0.685,0.76,3.7,0.1,1.0032,2.95,0.68,11.2,6.1015999999999995,4.99875,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
10.0,0.44,0.49,2.7,0.077,0.9963,3.23,0.63,11.6,6.29815,3.54,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
5.3,0.57,0.01,1.7,0.054,0.9934,3.57,0.84,12.5,6.7467,2.3625,Dry,Simple,"Balanced,Structured",Full-Bodied,Liveliness
9.5,0.735,0.1,2.1,0.079,0.9986,3.23,0.56,10.1,5.5493,3.39125,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
12.5,0.38,0.6,2.6,0.081,0.9996,3.1,0.73,10.5,5.7498000000000005,4.1450000000000005,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
9.3,0.48,0.29,2.1,0.127,0.9968,3.22,0.72,11.2,6.0984,3.3225000000000002,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
8.6,0.53,0.22,2.0,0.1,0.9967,3.2,0.56,10.2,5.59835,3.1375,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.4,0.37,0.53,1.8,0.413,0.9979,3.06,1.06,9.1,5.04895,3.09,Semi-Dry,Intense,Robust,Light,Live
6.8,0.56,0.03,1.7,0.084,0.9968,3.44,0.63,10.0,5.4984,2.7075,Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.0,0.23,0.4,1.6,0.063,0.9952,3.5,0.63,11.1,6.0476,2.7825,Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
11.3,0.62,0.67,5.2,0.086,0.9988,3.22,0.69,13.4,7.1994,3.9525,Sweet,"Complex,Spicy","Balanced,Structured",Full-Bodied,Brilliant
8.9,0.59,0.39,2.3,0.095,0.9986,3.37,0.58,10.3,5.6493,3.3125,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
