fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,density,pH,sulphates,alcohol,Body_tmp,Vibrancy_tmp,Sweetness,Nuance,Tannicity,Body,Vibrancy
6.8,0.25,0.38,8.1,0.046,0.9956,3.33,0.59,10.2,5.597799999999999,2.69,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.4,0.24,0.36,2.0,0.031,0.99055,3.28,0.48,12.5,6.745275,2.82,Semi-Dry,"Complex,Spicy","Balanced,Structured",Full-Bodied,Live
7.1,0.16,0.36,10.7,0.044,0.9959,3.16,0.44,10.9,5.9479500000000005,2.6950000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.1,0.16,0.36,1.2,0.043,0.9925,3.16,0.42,11.0,5.99625,2.6950000000000003,Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.4,0.17,0.4,5.5,0.037,0.9935,3.05,0.62,11.5,6.2467500000000005,2.755,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.3,0.3,0.34,2.7,0.044,0.99105,3.36,0.53,12.8,6.895525,2.8249999999999997,Semi-Dry,"Complex,Spicy","Balanced,Structured",Full-Bodied,Live
6.9,0.25,0.34,1.3,0.035,0.99045,3.18,0.44,12.2,6.595224999999999,2.6675,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.5,0.42,0.34,4.3,0.04,0.99155,3.14,0.45,12.8,6.895775,2.85,Semi-Dry,"Complex,Spicy","Balanced,Structured",Full-Bodied,Live
7.5,0.34,0.35,6.0,0.034,0.9924,3.16,0.39,12.0,6.4962,2.8375,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.6,0.33,0.35,6.3,0.036,0.9924,3.16,0.39,12.0,6.4962,2.86,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.6,0.22,0.37,15.4,0.035,0.99845,3.02,0.4,9.3,5.149225,2.5524999999999998,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
9.2,0.34,0.27,1.2,0.026,0.9921,3.08,0.39,10.8,5.896050000000001,3.2224999999999997,Dry,Simple,"Balanced,Structured",Medium,Brilliant
6.0,0.2,0.24,1.8,0.03,0.9909,3.31,0.47,11.5,6.24545,2.4375,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
7.4,0.2,0.35,2.1,0.038,0.9949,3.49,0.77,10.3,5.64745,2.8600000000000003,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
8.2,0.4,0.48,13.7,0.042,0.9986,3.1,0.52,9.4,5.1993,3.045,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
6.7,0.22,0.39,10.2,0.038,0.99725,3.17,0.54,10.0,5.498625,2.62,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.6,0.3,0.3,4.8,0.17,0.9946,3.18,0.47,9.4,5.1973,2.5949999999999998,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
8.1,0.27,0.35,1.7,0.03,0.99255,3.22,0.63,10.4,5.696275,2.985,Semi-Dry,Simple,"Balanced,Structured",Medium,Brilliant
7.3,0.25,0.42,14.2,0.041,0.9996,3.29,0.75,9.1,5.049799999999999,2.815,Sweet,"Complex,Spicy",Robust,Light,Live
4.8,0.34,0.0,6.5,0.028,0.9939,3.36,0.61,9.9,5.44695,2.125,Semi-Dry,Simple,"Balanced,Structured",Medium,Liveliness
6.2,0.28,0.33,1.7,0.029,0.99,3.24,0.5,12.1,6.545,2.5125,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
4.8,0.33,0.0,6.5,0.028,0.9937,3.35,0.61,9.9,5.44685,2.12,Semi-Dry,Simple,"Balanced,Structured",Medium,Liveliness
6.1,0.27,0.33,2.2,0.021,0.9886,3.12,0.3,12.5,6.7443,2.455,Semi-Dry,Simple,Soft,Full-Bodied,Live
7.8,0.18,0.46,12.6,0.042,1.0,3.24,0.76,8.5,4.75,2.92,Sweet,"Complex,Spicy",Robust,Light,Live
7.3,0.28,0.42,14.4,0.04,0.9994,3.28,0.82,9.0,4.9997,2.82,Sweet,"Complex,Spicy",Robust,Light,Live
7.3,0.24,0.29,1.2,0.037,0.9926,3.19,0.7,10.1,5.5463,2.755,Dry,"Complex,Spicy",Robust,Medium,Live
6.0,0.45,0.65,9.7,0.08,0.9956,3.04,0.48,9.4,5.1978,2.535,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
6.3,0.26,0.21,4.0,0.03,0.9915,3.06,0.34,10.7,5.84575,2.4575,Semi-Dry,Simple,Soft,Medium,Live
10.3,0.17,0.47,1.4,0.037,0.9939,2.89,0.28,9.6,5.29695,3.4575000000000005,Semi-Dry,"Complex,Spicy",Soft,Medium,Brilliant
7.7,0.15,0.29,1.3,0.029,0.9932,3.35,0.39,10.1,5.5466,2.8725,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
6.9,0.36,0.34,4.2,0.018,0.9898,3.28,0.36,12.7,6.8449,2.72,Semi-Dry,Simple,Soft,Full-Bodied,Live
6.0,0.28,0.34,1.6,0.119,0.9921,3.19,0.38,10.2,5.59605,2.4525,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
6.2,0.16,0.54,1.4,0.126,0.9932,3.23,0.37,8.9,4.9466,2.5325,Semi-Dry,Intense,"Balanced,Structured",Light,Live
6.9,0.12,0.36,2.2,0.037,0.9919,3.41,0.82,11.9,6.44595,2.6975000000000002,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
8.8,0.36,0.44,1.9,0.04,0.9953,3.19,0.48,9.9,5.44765,3.1975,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
6.8,0.23,0.29,12.2,0.035,0.9976,3.35,0.52,9.8,5.3988000000000005,2.6675,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.1,0.34,0.27,2.6,0.024,0.9906,3.4,0.67,12.2,6.5953,2.5275,Semi-Dry,Simple,Robust,Medium,Live
5.0,0.31,0.0,6.4,0.046,0.994,3.3,0.63,9.9,5.447,2.1525,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Liveliness
5.9,0.26,0.3,1.0,0.036,0.9928,3.58,0.48,9.4,5.196400000000001,2.51,Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.0,0.31,0.29,1.4,0.037,0.9896,3.12,0.36,12.2,6.594799999999999,2.6799999999999997,Semi-Dry,"Complex,Spicy",Soft,Medium,Live
5.6,0.19,0.39,1.1,0.043,0.9918,3.23,0.53,10.3,5.6459,2.3525,Dry,"Complex,Spicy","Balanced,Structured",Medium,Liveliness
6.8,0.18,0.28,8.7,0.047,0.9952,3.22,0.53,10.5,5.7476,2.62,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.0,0.29,0.26,1.6,0.044,0.9923,3.08,0.46,10.5,5.74615,2.6574999999999998,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.6,0.26,0.29,1.4,0.039,0.9915,3.05,0.49,10.9,5.94575,2.55,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.8,0.18,0.28,8.5,0.047,0.9952,3.22,0.53,10.5,5.7476,2.62,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.6,0.2,0.38,7.9,0.052,0.9947,3.32,0.56,11.0,5.99735,2.625,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.0,0.29,0.29,13.2,0.046,0.9983,3.25,0.37,9.7,5.34915,2.9574999999999996,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
6.1,0.28,0.35,12.8,0.048,0.9975,3.08,0.4,8.9,4.94875,2.4524999999999997,Sweet,"Complex,Spicy","Balanced,Structured",Light,Live
5.9,0.31,0.3,7.7,0.047,0.995,3.2,0.39,9.6,5.297499999999999,2.4275,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.9,0.21,0.28,2.4,0.056,0.9944,3.02,0.47,8.8,4.897200000000001,2.6025,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
8.4,0.19,0.42,1.6,0.047,0.994,3.06,0.65,11.1,6.047,3.0175,Semi-Dry,"Complex,Spicy",Robust,Medium,Brilliant
8.3,0.27,0.45,1.3,0.048,0.9944,3.08,0.61,10.3,5.647200000000001,3.025,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
7.1,0.25,0.39,2.1,0.036,0.9908,3.28,0.43,12.2,6.5954,2.755,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.0,0.23,0.37,9.6,0.054,0.99795,3.32,0.47,9.8,5.398975,2.98,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
7.5,0.24,0.31,13.0,0.049,0.9985,3.08,0.53,8.8,4.89925,2.7825,Sweet,"Complex,Spicy","Balanced,Structured",Light,Live
6.3,0.33,0.2,5.8,0.04,0.99425,3.15,0.63,9.9,5.447125,2.495,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.2,0.33,0.19,5.6,0.042,0.99425,3.15,0.63,9.9,5.447125,2.4675000000000002,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.3,0.34,0.19,5.8,0.041,0.9943,3.15,0.63,9.9,5.447150000000001,2.495,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
5.8,0.29,0.05,0.8,0.038,0.9924,3.36,0.35,9.2,5.0962,2.375,Dry,"Complex,Spicy",Soft,Light,Liveliness
8.0,0.32,0.26,1.2,0.05,0.9946,3.24,0.37,9.5,5.2473,2.955,Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
5.6,0.29,0.05,0.8,0.038,0.9924,3.36,0.35,9.2,5.0962,2.3249999999999997,Dry,"Complex,Spicy",Soft,Light,Liveliness
7.4,0.13,0.39,4.7,0.042,0.995,3.36,0.56,10.3,5.6475,2.82,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.7,0.3,0.32,1.6,0.037,0.9919,2.93,0.33,11.0,5.99595,2.8125,Semi-Dry,"Complex,Spicy",Soft,Medium,Live
7.0,0.24,0.34,1.4,0.031,0.99,3.06,0.39,11.9,6.445,2.66,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.6,0.18,0.4,1.1,0.04,0.9923,2.94,0.32,10.2,5.59615,3.03,Dry,"Complex,Spicy",Soft,Medium,Brilliant
7.0,0.11,0.32,4.6,0.057,0.9956,3.55,0.44,9.4,5.1978,2.745,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.5,0.26,0.27,12.9,0.044,0.9967,3.17,0.43,10.0,5.49835,2.55,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
7.9,0.28,0.41,2.0,0.044,0.9934,3.45,0.49,10.7,5.846699999999999,3.01,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
6.3,0.27,0.23,2.9,0.047,0.9936,3.28,0.43,9.8,5.396800000000001,2.52,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
5.4,0.595,0.1,2.8,0.042,0.9932,3.36,0.38,9.3,5.1466,2.36375,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Liveliness
6.7,0.25,0.33,2.9,0.057,0.9934,3.02,0.48,9.5,5.2467,2.575,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.5,0.25,0.35,12.0,0.055,0.998,3.58,0.47,10.0,5.499,2.67,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.7,0.17,0.52,5.9,0.017,0.9929,3.14,0.4,11.9,6.4464500000000005,2.8825000000000003,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
6.4,0.26,0.43,12.6,0.033,0.9974,3.08,0.38,8.9,4.9487000000000005,2.5425,Sweet,"Complex,Spicy","Balanced,Structured",Light,Live
6.5,0.26,0.28,12.5,0.046,0.99685,3.18,0.41,10.0,5.498425,2.555,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
5.9,0.29,0.33,7.4,0.037,0.99495,3.26,0.41,9.6,5.2974749999999995,2.4450000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.2,0.28,0.43,13.0,0.039,0.99745,3.08,0.38,8.9,4.9487250000000005,2.4975,Sweet,"Complex,Spicy","Balanced,Structured",Light,Live
6.1,0.27,0.44,6.7,0.041,0.99505,3.12,0.4,8.9,4.947525000000001,2.4825,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
6.4,0.43,0.32,1.4,0.048,0.992,3.08,0.41,11.4,6.196,2.5575,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.2,0.35,0.29,7.3,0.044,0.9956,3.36,0.55,10.0,5.4978,2.55,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.7,0.24,0.29,15.3,0.044,0.9982,3.06,0.47,9.6,5.2991,2.8225000000000002,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
6.2,0.34,0.28,7.5,0.034,0.99485,3.14,0.6,9.7,5.347424999999999,2.49,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.3,0.27,0.46,11.75,0.037,0.9971,3.25,0.53,9.5,5.24855,2.5700000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
5.4,0.415,0.19,1.6,0.039,0.99265,3.54,0.41,10.0,5.496325,2.3862500000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Liveliness
6.9,0.48,0.36,3.5,0.03,0.9904,3.14,0.38,12.2,6.595199999999999,2.72,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
6.5,0.18,0.33,8.0,0.051,0.9965,3.28,0.44,8.7,4.848249999999999,2.5725,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
6.7,0.15,0.29,5.0,0.058,0.9946,3.52,0.44,10.2,5.5973,2.665,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.2,0.345,1.0,18.2,0.047,0.99965,2.96,0.43,9.6,5.299825,3.1262499999999998,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
8.5,0.16,0.35,1.6,0.039,0.9935,2.96,0.36,10.0,5.4967500000000005,2.9924999999999997,Semi-Dry,"Complex,Spicy",Soft,Medium,Brilliant
6.8,0.705,0.25,3.2,0.048,0.996,3.36,0.52,9.5,5.248,2.77875,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.3,0.25,0.39,6.4,0.034,0.9942,3.18,0.46,11.5,6.2471,2.78,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.5,0.17,0.33,1.4,0.028,0.9928,3.23,0.55,10.1,5.5464,2.5575,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
8.2,0.23,0.37,1.3,0.042,0.9928,2.99,0.36,10.0,5.4964,2.9475,Semi-Dry,"Complex,Spicy",Soft,Medium,Brilliant
7.5,0.32,0.26,1.8,0.042,0.9938,3.07,0.38,9.5,5.2469,2.7875,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.6,0.23,0.32,0.9,0.041,0.9926,3.39,0.54,10.2,5.596299999999999,2.6350000000000002,Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.6,0.2,0.32,1.1,0.039,0.9926,3.39,0.54,10.2,5.596299999999999,2.6275,Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.0,0.42,0.36,5.0,0.037,0.992,3.13,0.57,12.3,6.646000000000001,2.9775,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
6.1,0.19,0.25,4.0,0.023,0.9923,3.37,0.51,11.6,6.29615,2.4775,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
5.9,0.26,0.21,12.5,0.034,0.9972,3.28,0.43,9.5,5.2486,2.4125,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
8.3,0.23,0.43,3.2,0.035,0.9928,3.15,0.36,11.5,6.2464,3.0275000000000003,Semi-Dry,"Complex,Spicy",Soft,Medium,Brilliant
6.5,0.34,0.28,1.8,0.041,0.9928,3.13,0.37,9.6,5.2964,2.5625,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
5.5,0.42,0.09,1.6,0.019,0.9906,3.33,0.51,11.4,6.1953000000000005,2.335,Semi-Dry,Simple,"Balanced,Structured",Medium,Liveliness
5.1,0.42,0.01,1.5,0.017,0.9894,3.38,0.36,12.3,6.6447,2.2275,Semi-Dry,Simple,Soft,Medium,Liveliness
6.0,0.27,0.19,1.7,0.02,0.9898,3.32,0.47,12.6,6.7949,2.445,Semi-Dry,Simple,"Balanced,Structured",Full-Bodied,Live
7.1,0.13,0.38,1.8,0.046,0.9925,3.32,0.9,11.7,6.3462499999999995,2.7325,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
7.6,0.3,0.25,4.3,0.054,0.9956,3.12,0.49,9.2,5.097799999999999,2.8175,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.6,0.13,0.3,4.9,0.058,0.9946,3.51,0.45,10.3,5.6473,2.635,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.5,0.14,0.33,7.6,0.05,0.9966,3.25,0.49,8.6,4.7983,2.5549999999999997,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
6.0,0.2,0.71,1.6,0.15,0.9927,3.12,0.47,9.8,5.39635,2.5075000000000003,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
6.0,0.19,0.71,1.5,0.152,0.9927,3.12,0.46,9.8,5.39635,2.505,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
5.1,0.39,0.21,1.7,0.027,0.9894,3.5,0.45,12.5,6.7447,2.3,Semi-Dry,Simple,"Balanced,Structured",Full-Bodied,Liveliness
5.7,0.36,0.34,4.2,0.026,0.9907,3.41,0.45,11.9,6.44535,2.4525,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
6.0,0.41,0.21,1.9,0.05,0.9928,3.42,0.52,10.5,5.7464,2.51,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.4,0.28,0.3,5.3,0.054,0.9941,3.12,0.48,10.3,5.64705,2.7750000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.4,0.3,0.3,5.2,0.053,0.9941,3.12,0.45,10.3,5.64705,2.7800000000000002,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.7,0.28,0.39,8.9,0.036,0.9935,3.06,0.38,12.0,6.4967500000000005,2.8575000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.6,0.16,0.38,3.4,0.04,0.9932,2.95,0.39,10.2,5.5966,3.0225,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
8.2,0.26,0.44,1.3,0.046,0.9944,3.14,0.62,10.2,5.5972,3.01,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
6.5,0.25,0.27,15.2,0.049,0.9972,3.19,0.39,9.9,5.4486,2.5524999999999998,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
7.0,0.24,0.18,1.3,0.046,0.994,3.38,0.47,10.1,5.547,2.7,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.6,0.18,0.36,1.8,0.04,0.9956,3.25,0.55,9.5,5.2478,3.0974999999999997,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
7.8,0.27,0.34,1.6,0.046,0.9927,3.05,0.45,10.5,5.74635,2.865,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.0,0.26,0.34,1.3,0.046,0.9924,3.29,0.63,10.4,5.6962,2.4725,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.1,0.24,0.27,9.8,0.062,0.9966,3.31,0.47,9.5,5.2483,2.48,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
8.0,0.24,0.3,17.45,0.056,0.9997,3.05,0.5,9.2,5.09985,2.8975,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
7.6,0.21,0.6,2.1,0.046,0.9936,3.05,0.54,10.1,5.5468,2.865,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.0,0.19,0.36,1.8,0.05,0.9936,3.15,0.45,9.8,5.396800000000001,2.925,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.4,0.28,0.41,6.8,0.045,0.9952,3.09,0.46,9.4,5.1976,2.545,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.4,0.28,0.43,7.1,0.045,0.9952,3.09,0.45,9.4,5.1976,2.55,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.9,0.24,0.39,1.3,0.063,0.9928,3.31,0.48,10.4,5.696400000000001,2.71,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
6.6,0.18,0.28,3.3,0.044,0.993,3.42,0.64,10.8,5.8965000000000005,2.62,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
5.1,0.52,0.06,2.7,0.052,0.9932,3.32,0.43,9.3,5.1466,2.2499999999999996,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Liveliness
6.6,0.22,0.37,1.2,0.059,0.993,3.37,0.55,10.3,5.6465000000000005,2.6399999999999997,Dry,Intense,"Balanced,Structured",Medium,Live
8.3,0.15,0.39,1.3,0.055,0.993,3.08,0.39,10.5,5.7465,2.9800000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
7.7,0.16,0.41,1.7,0.048,0.9932,3.24,0.66,11.2,6.0966,2.8775,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
8.3,0.16,0.48,1.7,0.057,0.9943,3.15,0.41,10.3,5.64715,3.0225000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
6.2,0.25,0.47,11.6,0.048,0.9968,3.19,0.5,9.5,5.2484,2.5275,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.1,0.16,0.27,12.6,0.064,0.9994,3.66,0.43,8.9,4.9497,2.5475,Sweet,Intense,"Balanced,Structured",Light,Live
7.6,0.39,0.22,2.8,0.036,0.9926,3.03,0.29,10.2,5.596299999999999,2.8099999999999996,Semi-Dry,"Complex,Spicy",Soft,Medium,Live
6.8,0.37,0.47,11.2,0.071,0.9968,2.98,0.88,9.2,5.0984,2.655,Semi-Dry,Intense,Robust,Medium,Live
7.1,0.18,0.42,1.4,0.045,0.9916,2.95,0.31,10.5,5.7458,2.6624999999999996,Semi-Dry,"Complex,Spicy",Soft,Medium,Live
8.3,0.14,0.26,1.5,0.049,0.9946,3.21,0.62,9.5,5.2473,2.9775,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
6.8,0.19,0.32,7.05,0.019,0.9935,3.25,0.37,11.1,6.046749999999999,2.64,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
7.6,0.19,0.38,10.6,0.06,0.9962,3.13,0.38,10.5,5.7481,2.825,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
6.8,0.34,0.74,2.8,0.088,0.9928,3.51,0.7,12.0,6.4964,2.8475,Semi-Dry,Intense,Robust,Medium,Live
6.2,0.15,0.46,1.6,0.039,0.993,3.38,0.51,9.7,5.3465,2.5475000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.6,0.14,0.44,1.6,0.042,0.993,3.32,0.51,10.2,5.5965,2.625,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.0,0.55,0.17,8.2,0.04,0.9956,3.09,0.3,9.5,5.2478,2.9525,Semi-Dry,"Complex,Spicy",Soft,Medium,Brilliant
7.0,0.24,0.35,1.5,0.052,0.9941,3.41,0.59,10.4,5.69705,2.75,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.3,0.6,0.44,11.0,0.05,0.9972,3.19,0.57,9.3,5.1486,2.6325,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.1,0.2,0.41,2.1,0.054,0.9948,3.48,0.62,10.5,5.7474,2.7975,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.2,0.34,0.29,7.6,0.047,0.9955,3.35,0.62,10.0,5.49775,2.545,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.9,0.64,0.46,10.6,0.244,0.9983,2.87,0.74,9.1,5.04915,2.9675000000000002,Semi-Dry,Intense,Robust,Light,Brilliant
8.8,0.17,0.38,1.8,0.04,0.9942,3.16,0.67,10.2,5.597099999999999,3.1275000000000004,Semi-Dry,"Complex,Spicy",Robust,Medium,Brilliant
7.5,0.17,0.37,1.5,0.06,0.9936,3.54,0.88,10.7,5.8468,2.8949999999999996,Semi-Dry,Intense,Robust,Medium,Live
7.1,0.47,0.24,6.0,0.044,0.9956,3.21,0.56,9.7,5.347799999999999,2.755,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.1,0.15,0.34,5.3,0.034,0.9953,3.37,0.52,9.3,5.1476500000000005,2.74,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.5,0.17,0.34,1.4,0.035,0.9918,3.05,0.74,11.0,5.9959,2.7649999999999997,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
8.2,0.68,0.3,2.1,0.047,0.995,3.22,0.71,10.8,5.8975,3.1,Semi-Dry,"Complex,Spicy",Robust,Medium,Brilliant
7.7,0.275,0.3,1.0,0.039,0.992,3.01,0.56,10.7,5.846,2.82125,Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.3,0.49,0.32,5.2,0.043,0.9952,3.24,0.45,10.7,5.8476,2.8375,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.5,0.33,0.48,19.45,0.048,1.001,2.95,0.4,8.8,4.9005,2.8150000000000004,Sweet,"Complex,Spicy","Balanced,Structured",Light,Live
7.2,0.21,0.37,1.6,0.049,0.9924,3.16,0.48,10.9,5.9462,2.7350000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.3,0.15,0.4,2.0,0.05,0.9932,3.14,0.45,10.5,5.7466,2.7475,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.5,0.19,0.1,1.3,0.046,0.9937,3.29,0.45,10.0,5.49685,2.52,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.3,0.4,0.38,1.1,0.038,0.9934,3.03,0.43,9.2,5.096699999999999,3.0275000000000003,Dry,"Complex,Spicy","Balanced,Structured",Light,Brilliant
6.1,0.37,0.36,4.7,0.035,0.991,3.31,0.62,12.6,6.7955,2.535,Semi-Dry,"Complex,Spicy","Balanced,Structured",Full-Bodied,Live
7.3,0.24,0.34,7.5,0.048,0.9962,3.1,0.54,9.0,4.9981,2.745,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
6.9,0.21,0.81,1.1,0.137,0.9932,3.03,0.39,9.2,5.0966,2.7375,Dry,Intense,"Balanced,Structured",Light,Live
7.6,0.29,0.42,1.3,0.035,0.9908,2.99,0.39,11.3,6.1454,2.825,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.4,0.29,0.55,2.2,0.05,0.9962,3.12,0.69,10.3,5.6481,3.34,Semi-Dry,"Complex,Spicy",Robust,Medium,Brilliant
8.6,0.26,0.41,2.2,0.049,0.9941,2.96,0.44,10.0,5.49705,3.0575,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
7.2,0.51,0.24,10.0,0.093,0.9981,3.41,0.47,9.0,4.99905,2.84,Semi-Dry,Intense,"Balanced,Structured",Light,Live
